time,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,joy_axis_0,joy_axis_1,Euler_angle_0,Euler_angle_1,Euler_angle_2,odom_pos_x,odom_pos_y,odom_pos_z,odom_orientation_x,odom_orientation_y,odom_orientation_z,odom_orientation_w,odom_twist_linear_x,odom_twist_linear_y,odom_twist_linear_z,odom_twist_angular_x,odom_twist_angular_y,odom_twist_angular_z
1750344937.4041092,0.1180419921875,0.8607177734375,-0.0721435546875,0.48992919921875,-8.43,-0.08,-4.99,-0.06,0.46,0.03,0.0,0.0,0.0,0.0,0.0,0.0008168136657100137,6.656243381124636e-07,0.0,0.0,0.0,7.306031962897863e-05,0.9999999973310948,0.0012551205038575108,0.0,0.0,0.0,0.0,-0.0008818281616562359
1750344937.5529454,0.12628173828125,0.86236572265625,-0.0731201171875,0.48480224609375,-8.38,-0.03,-5.09,0.13,0.31,0.04,0.0,0.0,0.0,0.0,0.0,0.0008168136657100137,6.656243381124636e-07,0.0,0.0,0.0,7.306031962897863e-05,0.9999999973310948,0.0010686644896316976,0.0,0.0,0.0,0.0,-0.0013154467993906852
1750344937.703817,0.135009765625,0.86260986328125,-0.07794189453125,0.48126220703125,-8.34,-0.04,-5.14,0.21,-0.52,0.01,0.0,0.0,0.0,0.0,0.0,0.0006911499609870383,6.656243315721398e-07,0.0,0.0,0.0,-7.306026764818388e-05,0.9999999973310987,0.0005653071941211713,0.0,0.0,0.0,0.0,-0.0010217818238574023
1750344937.8537347,0.13641357421875,0.8619384765625,-0.0791015625,0.48193359375,-8.35,-0.04,-5.12,0.0,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0007539818133485263,6.61033821250273e-07,0.0,0.0,0.0,2.5990397442728075e-11,1.0,0.00037668902870910447,0.0,0.0,0.0,0.0,-0.0002915063826527942
1750344938.0092793,0.13873291015625,0.86163330078125,-0.07977294921875,0.48162841796875,-8.35,-0.03,-5.13,-0.06,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0007539818133485263,6.61033821250273e-07,0.0,0.0,0.0,2.5990397442728075e-11,1.0,0.0003767097358279669,0.0,0.0,0.0,0.0,-0.0002914582265624165
1750344938.1532297,0.138671875,0.861572265625,-0.07989501953125,0.48175048828125,-8.35,-0.03,-5.12,0.07,-0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0007539818133485263,6.61033821250273e-07,0.0,0.0,0.0,2.5990397442728075e-11,1.0,0.0003767097358279669,0.0,0.0,0.0,0.0,-0.0002914582265624165
1750344938.303563,0.13702392578125,0.86163330078125,-0.0797119140625,0.482177734375,-8.36,-0.05,-5.12,0.03,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0007539818133485263,6.61033821250273e-07,0.0,0.0,0.0,2.5990397442728075e-11,1.0,0.0005023784350722295,0.0,0.0,0.0,0.0,7.94562377729e-07
1750344938.4527266,0.1351318359375,0.86199951171875,-0.07958984375,0.4820556640625,-8.36,-0.06,-5.12,-0.01,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.0006911499609870383,6.656243315721398e-07,0.0,0.0,0.0,-7.306026764818388e-05,0.9999999973310987,-0.00012514224809065128,0.0,0.0,0.0,0.0,-0.0002910284839317475
1750344938.6058686,0.1331787109375,0.86273193359375,-0.0787353515625,0.4814453125,-8.35,-0.07,-5.13,0.11,0.02,-0.09,0.0,0.0,0.0,0.0,0.0,0.0003769907461333873,8.262922808215443e-07,0.0,0.0,0.0,-0.000438361722191733,0.9999999039194957,-0.00012557677246102702,0.0,0.0,0.0,0.0,-0.00029203900572331886
1750344938.753355,0.1302490234375,0.8631591796875,-0.07623291015625,0.48187255859375,-8.35,-0.05,-5.13,0.03,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0006283181099670868,6.793958689825851e-07,0.0,0.0,0.0,-0.00014612056089678373,0.9999999893243908,-6.31750228877731e-05,0.0,0.0,0.0,0.0,-0.0001469186578785424
1750344938.9073431,0.12835693359375,0.86297607421875,-0.07501220703125,0.48284912109375,-8.36,-0.05,-5.12,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0008168136768858845,6.656243397356097e-07,0.0,0.0,0.0,7.306033262417737e-05,0.9999999973310939,-0.00018864078362235327,0.0,0.0,0.0,0.0,-0.00043869949679617074
1750344939.0554655,0.12762451171875,0.86273193359375,-0.0750732421875,0.4835205078125,-8.36,-0.06,-5.11,-0.28,-0.47,0.55,0.0,0.0,0.0,0.0,0.0,0.0008168136768858845,6.656243397356097e-07,0.0,0.0,0.0,7.306033262417737e-05,0.9999999973310939,6.264731269528697e-05,0.0,0.0,0.0,0.0,0.00014569142487276006
1750344939.2034862,0.12738037109375,0.86236572265625,-0.07489013671875,0.48419189453125,-8.37,-0.05,-5.09,0.06,-0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0008168136768858845,6.656243397356097e-07,0.0,0.0,0.0,7.306033262417737e-05,0.9999999973310939,6.264731269528697e-05,0.0,0.0,0.0,0.0,0.00014569142487276006
1750344939.353297,0.12750244140625,0.8621826171875,-0.0755615234375,0.48443603515625,-8.38,-0.06,-5.09,0.06,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0008168136768858845,6.656243397356097e-07,0.0,0.0,0.0,7.306033262417737e-05,0.9999999973310939,6.264731269528697e-05,0.0,0.0,0.0,0.0,0.00014569142487276006
1750344939.5053232,0.12738037109375,0.86224365234375,-0.07562255859375,0.484375,-8.38,-0.06,-5.09,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.00094247738160886,6.656243495222256e-07,0.0,0.0,0.0,-7.306025465298519e-05,0.9999999973310996,0.000502800998690984,0.0,0.0,0.0,0.0,0.0005833821008688015
1750344939.6619232,0.1273193359375,0.8621826171875,-0.07568359375,0.48443603515625,-8.38,-0.06,-5.09,0.1,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0011938047642240787,5.554520477084655e-07,0.0,0.0,0.0,-0.0003653014214076788,0.9999999332774335,0.0008171078288707349,0.0,0.0,0.0,0.0,0.0001449024254130566
1750344939.8030088,0.1270751953125,0.8619384765625,-0.07586669921875,0.48492431640625,-8.38,-0.07,-5.08,0.04,-0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0016964591216273618,-1.0558164387285978e-07,0.0,0.0,0.0,-0.0009497836363626415,0.9999995489554203,0.0008803990766190498,0.0,0.0,0.0,0.0,-0.002047439713067557
