time,O_x,O_y,O_z,L_x,L_y,L_z,A_x,A_y,A_z,G_x,G_y,G_z,M_x,M_y,M_z,Q_w,Q_x,Q_y,Q_z,T,D1,D2
1749724829.3321862,0.44,1.56,-80.69,0.01,-0.75,-0.14,0.29,8.91,1.43,-0.01,-0.01,-0.01,-12.38,-21.19,-13.00,0.7620,0.6473,-0.0213,-0.0032,32,80,82
1749724829.465159,0.44,1.56,-80.69,-0.05,-0.72,-0.11,0.22,8.94,1.47,0.00,0.01,0.00,-11.56,-21.50,-13.75,0.7621,0.6472,-0.0214,-0.0033,32,79,82
1749724829.6033025,0.44,1.56,-80.69,-0.05,-0.72,-0.09,0.22,8.94,1.48,0.01,0.01,-0.00,-10.88,-22.25,-13.38,0.7621,0.6472,-0.0212,-0.0032,32,79,82
1749724829.7309887,0.44,1.63,-80.62,-0.07,-0.72,-0.06,0.20,8.94,1.52,-0.00,-0.00,0.00,-11.56,-21.19,-13.00,0.7622,0.6470,-0.0214,-0.0033,32,79,82
1749724829.868298,0.44,1.63,-80.62,-0.02,-0.74,-0.15,0.24,8.93,1.43,-0.01,-0.00,-0.00,-11.56,-21.87,-13.00,0.7623,0.6469,-0.0214,-0.0033,32,79,82
1749724830.0006676,0.50,1.63,-80.56,-0.07,-0.69,-0.10,0.20,8.97,1.48,-0.02,-0.00,0.01,-12.38,-21.50,-13.38,0.7626,0.6465,-0.0216,-0.0035,32,79,82
1749724830.137033,0.50,1.63,-80.56,0.00,-0.04,-0.07,0.27,9.62,1.53,0.01,-0.00,0.00,-11.25,-21.50,-13.38,0.7628,0.6463,-0.0217,-0.0036,32,79,82
1749724830.2641046,0.50,1.63,-80.56,0.11,-0.15,0.00,0.39,9.52,1.60,0.01,-0.00,-0.00,-11.56,-21.19,-13.38,0.7627,0.6464,-0.0219,-0.0037,32,79,82
1749724830.3976953,0.50,1.63,-80.56,0.00,-0.05,0.03,0.28,9.61,1.63,-0.01,0.01,0.00,-10.50,-22.25,-12.56,0.7626,0.6465,-0.0217,-0.0035,32,79,81
1749724830.5298984,0.50,1.63,-80.56,0.04,-0.09,-0.02,0.32,9.57,1.57,0.01,0.01,0.00,-11.56,-21.50,-13.38,0.7626,0.6464,-0.0216,-0.0035,32,79,81
1749724830.6691973,0.50,1.63,-80.56,-0.03,-0.02,-0.04,0.24,9.64,1.56,0.00,-0.01,0.01,-10.50,-21.19,-12.56,0.7628,0.6464,-0.0217,-0.0034,32,79,81
1749724830.8014467,0.50,1.63,-80.50,0.05,-0.04,-0.05,0.34,9.62,1.56,-0.01,-0.00,0.01,-12.38,-21.87,-14.19,0.7631,0.6459,-0.0221,-0.0034,32,78,81
1749724830.9364932,0.50,1.69,-80.44,0.00,-0.10,-0.07,0.29,9.56,1.53,-0.03,-0.01,-0.00,-12.38,-22.69,-13.75,0.7633,0.6456,-0.0223,-0.0035,32,78,82
1749724831.0607827,0.50,1.69,-80.50,-0.09,-0.02,-0.02,0.19,9.64,1.58,-0.01,0.01,0.01,-11.56,-22.25,-13.00,0.7630,0.6460,-0.0225,-0.0034,32,79,81
1749724831.2009587,0.44,1.69,-80.56,-0.04,-0.05,-0.08,0.24,9.61,1.52,0.03,0.02,0.00,-11.56,-20.75,-13.38,0.7627,0.6464,-0.0223,-0.0031,32,78,81
1749724831.337424,0.44,1.69,-80.62,-0.03,-0.06,0.00,0.25,9.60,1.58,0.02,-0.01,0.00,-10.50,-21.87,-12.56,0.7624,0.6467,-0.0224,-0.0030,32,78,81
1749724831.4634962,0.31,1.81,-80.81,0.03,-0.02,-0.16,0.36,9.64,1.49,0.04,0.01,0.01,-11.19,-21.19,-12.06,0.7612,0.6482,-0.0229,-0.0024,32,78,81
1749724831.596649,0.31,1.81,-80.94,0.11,-0.12,-0.02,0.42,9.55,1.51,0.01,-0.01,-0.00,-12.38,-22.19,-11.88,0.7606,0.6489,-0.0229,-0.0023,32,78,81
1749724831.728652,0.31,1.75,-81.00,-0.04,-0.06,0.00,0.25,9.61,1.53,0.03,0.02,-0.01,-11.50,-21.87,-13.50,0.7603,0.6492,-0.0224,-0.0024,32,78,81
1749724831.86396,0.37,1.63,-81.06,-0.07,-0.02,-0.03,0.21,9.66,1.48,0.01,0.00,-0.01,-11.50,-21.87,-13.88,0.7599,0.6497,-0.0215,-0.0027,32,78,81
1749724831.996982,0.44,1.56,-81.00,-0.02,-0.06,-0.04,0.25,9.62,1.47,0.00,0.00,-0.01,-11.88,-22.25,-13.50,0.7601,0.6495,-0.0213,-0.0033,32,79,81
1749724832.132696,0.50,1.56,-81.06,0.00,-0.05,-0.13,0.27,9.63,1.38,0.03,-0.01,-0.00,-11.19,-21.19,-14.25,0.7599,0.6497,-0.0212,-0.0034,32,79,81
1749724832.267119,0.56,1.50,-81.12,-0.17,-0.04,-0.02,0.09,9.64,1.48,-0.01,0.00,-0.02,-10.75,-21.19,-13.38,0.7596,0.6500,-0.0208,-0.0038,32,79,81
1749724832.3944366,0.69,1.44,-81.00,-0.04,-0.09,-0.08,0.17,9.63,1.43,-0.03,-0.02,-0.00,-11.19,-21.50,-12.56,0.7602,0.6493,-0.0213,-0.0048,32,79,80
1749724832.5313725,0.63,1.63,-80.69,-0.47,-0.05,-0.05,-0.19,9.62,1.52,-0.05,-0.01,0.12,-11.50,-21.87,-12.56,0.7618,0.6474,-0.0224,-0.0042,32,78,81
1749724832.667315,359.63,2.88,-80.56,-0.22,-0.01,-0.13,0.26,9.64,1.47,0.01,-0.03,0.31,-12.25,-22.00,-13.75,0.7628,0.6460,-0.0309,0.0023,32,76,84
1749724832.801334,356.75,5.94,-80.50,-0.14,-0.22,-0.01,0.79,9.43,1.60,-0.01,-0.02,0.56,-12.69,-22.56,-14.19,0.7626,0.6443,-0.0518,0.0234,32,71,90
1749724832.9313366,352.63,10.25,-80.37,-0.60,-0.31,0.08,1.21,9.18,1.68,0.01,-0.11,0.74,-12.69,-21.37,-13.25,0.7612,0.6418,-0.0786,0.0510,32,64,98
1749724833.0621321,347.69,16.69,-80.56,0.17,-0.43,0.07,2.99,8.83,1.60,0.07,-0.15,0.86,-13.25,-22.75,-12.75,0.7560,0.6380,-0.1213,0.0814,32,55,108
1749724833.20122,341.75,23.44,-81.37,0.50,-0.04,-0.01,4.59,8.61,1.28,0.13,-0.20,0.93,-13.00,-20.75,-13.38,0.7435,0.6353,-0.1694,0.1222,32,46,117
1749724833.326997,335.81,30.06,-82.69,0.41,-0.62,-0.28,5.40,7.75,0.76,0.13,-0.12,0.80,-13.25,-21.25,-14.00,0.7272,0.6334,-0.2117,0.1583,32,38,148
1749724833.4643664,331.38,35.75,-84.06,1.15,-0.40,-0.17,6.89,7.50,0.64,0.04,-0.27,0.60,-14.25,-20.25,-13.00,0.7126,0.6287,-0.2517,0.1833,32,32,158
1749724833.6217194,327.69,39.63,-83.87,0.19,-0.24,-0.17,6.48,7.23,0.63,-0.04,-0.02,0.36,-15.25,-21.19,-13.75,0.7063,0.6198,-0.2736,0.2054,32,28,0
1749724833.7723665,329.56,39.63,-85.50,-0.46,0.00,-0.16,5.78,7.52,0.42,0.08,-0.34,-0.34,-15.69,-20.37,-13.06,0.7018,0.6249,-0.2850,0.1890,32,27,0
1749724833.9100294,329.56,38.19,-86.06,0.81,-0.90,0.60,6.88,6.78,1.13,-0.10,0.47,-0.23,-16.06,-21.75,-12.06,0.7015,0.6324,-0.2673,0.1909,32,30,158
1749724834.0398703,332.88,34.50,-85.12,0.30,-0.09,-0.30,5.86,7.95,0.37,-0.09,0.05,-0.59,-13.38,-21.37,-12.88,0.7110,0.6364,-0.2454,0.1714,32,36,152
1749724834.1727624,337.50,30.12,-84.25,0.41,-0.35,-0.23,5.34,8.08,0.61,-0.17,0.10,-0.74,-13.00,-21.75,-12.75,0.7237,0.6391,-0.2186,0.1414,32,43,139
1749724834.3138633,342.94,24.62,-83.19,0.38,-0.16,0.08,4.40,8.71,1.14,-0.09,0.07,-0.83,-10.00,-23.25,-14.75,0.7367,0.6415,-0.1848,0.1074,32,52,114
1749724834.437889,349.19,17.56,-81.94,0.54,-0.10,-0.25,3.51,9.15,1.04,-0.17,0.16,-0.94,-5.88,-23.00,-14.19,0.7492,0.6432,-0.1411,0.0706,32,61,105
1749724834.5728297,355.25,10.06,-80.75,0.34,-0.79,0.07,2.05,8.73,1.61,-0.08,0.13,-1.03,-2.56,-22.37,-15.38,0.7604,0.6432,-0.0850,0.0278,32,71,94
1749724834.7090693,2.00,1.94,-81.19,-0.07,-0.27,-0.11,0.20,9.46,1.29,0.09,0.20,-1.15,0.56,-22.25,-14.00,0.7587,0.6506,-0.0296,-0.0170,32,81,84
1749724834.8446856,8.94,-6.88,-81.50,-0.26,0.21,-0.27,-1.44,9.84,1.16,0.06,0.28,-1.09,5.06,-22.06,-15.19,0.7549,0.6526,0.0285,-0.0591,32,92,75
1749724834.9706933,14.19,-14.38,-80.44,-0.10,-0.27,-0.25,-2.54,9.08,1.31,-0.15,0.33,-0.97,7.75,-21.56,-14.69,0.7559,0.6415,0.0886,-0.0967,32,103,64
1749724835.104941,18.44,-21.06,-79.44,-0.20,-0.37,0.19,-3.93,8.88,1.91,0.06,0.30,-0.86,11.00,-18.19,-15.06,0.7543,0.6292,0.1397,-0.1251,32,111,53
1749724835.2441494,23.25,-27.25,-80.81,0.00,-0.13,0.15,-4.48,8.47,1.54,0.08,0.16,-0.69,15.06,-17.19,-14.69,0.7399,0.6301,0.1796,-0.1526,32,117,45
1749724835.3662164,25.50,-31.81,-80.94,-0.96,0.35,-0.08,-6.14,8.57,1.21,-0.17,0.20,-0.44,16.69,-16.56,-14.38,0.7341,0.6208,0.2187,-0.1665,32,122,39
1749724835.508656,26.44,-33.88,-80.56,-0.57,-0.27,0.18,-6.05,7.75,1.51,-0.03,0.14,-0.13,18.56,-15.50,-13.75,0.7335,0.6133,0.2371,-0.1726,32,170,37
1749724835.6459925,25.94,-34.00,-80.37,-0.84,0.01,0.21,-6.33,8.03,1.56,-0.15,0.02,0.18,17.50,-13.56,-12.88,0.7356,0.6110,0.2390,-0.1686,32,121,38
1749724835.7786877,23.94,-31.75,-79.75,-0.10,0.00,0.20,-5.27,8.19,1.68,0.05,-0.10,0.39,17.19,-15.75,-13.88,0.7424,0.6119,0.2239,-0.1562,32,119,42
1749724835.9141045,21.25,-28.06,-79.87,-0.25,-0.02,0.28,-4.62,8.58,1.67,0.03,-0.23,0.60,17.56,-16.56,-12.69,0.7471,0.6196,0.1965,-0.1389,32,113,49
1749724836.0380197,17.25,-22.75,-80.00,-0.26,-0.14,0.00,-4.06,8.75,1.57,0.02,-0.15,0.76,15.69,-17.25,-14.25,0.7528,0.6277,0.1617,-0.1144,32,108,57
1749724836.177002,12.94,-17.00,-79.81,-0.03,-0.18,0.06,-2.90,9.04,1.72,0.02,-0.15,0.81,13.38,-18.69,-13.50,0.7596,0.6333,0.1205,-0.0864,32,98,66
1749724836.307984,7.75,-10.38,-79.87,-0.01,-0.24,-0.08,-1.78,9.24,1.60,0.05,-0.28,0.91,10.38,-19.37,-14.69,0.7640,0.6393,0.0710,-0.0496,32,89,76
1749724836.435649,2.38,-3.38,-80.12,-0.08,-0.03,-0.14,-0.57,9.61,1.52,0.02,-0.19,0.99,7.19,-21.87,-14.69,0.7649,0.6437,0.0219,-0.0129,32,79,88
1749724836.5700445,355.50,4.88,-80.37,-0.10,-0.37,-0.03,0.73,9.25,1.59,0.02,-0.23,1.06,5.00,-23.37,-13.88,0.7631,0.6449,-0.0310,0.0297,32,69,98
1749724836.707614,349.88,12.50,-80.69,0.06,-0.34,-0.37,2.18,9.10,1.17,0.02,-0.25,0.99,0.19,-23.25,-15.00,0.7572,0.6432,-0.0900,0.0700,32,59,108
1749724836.842133,344.88,19.75,-81.25,0.79,-0.27,-0.29,4.19,8.82,1.09,0.03,-0.28,0.91,-3.88,-23.50,-13.50,0.7487,0.6388,-0.1452,0.1016,32,50,139
1749724836.993603,339.63,26.81,-82.00,1.07,-0.35,-0.29,5.50,8.31,0.92,0.06,-0.22,0.80,-5.00,-23.87,-13.88,0.7378,0.6334,-0.1923,0.1326,32,41,0
1749724837.1286976,334.00,33.06,-83.12,0.37,-0.22,-0.33,5.72,7.93,0.64,0.08,-0.05,0.62,-8.19,-22.00,-14.56,0.7227,0.6293,-0.2324,0.1666,32,34,157
1749724837.2820172,330.75,36.50,-83.19,0.30,0.10,0.10,6.22,7.91,0.90,-0.02,-0.12,0.33,-11.06,-21.00,-13.69,0.7155,0.6229,-0.2551,0.1872,32,29,0
1749724837.4142034,329.44,37.69,-82.69,-0.01,-0.29,0.06,5.98,7.39,1.05,0.06,0.16,-0.10,-11.50,-21.37,-13.69,0.7156,0.6190,-0.2582,0.1954,32,28,161
1749724837.5449672,330.25,36.19,-82.56,0.54,-0.35,-0.10,6.00,7.70,0.89,0.03,0.14,-0.37,-11.00,-20.69,-13.69,0.7186,0.6228,-0.2446,0.1897,32,32,156
1749724837.685132,333.19,32.44,-82.19,0.25,-0.18,0.02,5.51,8.01,1.14,-0.05,0.10,-0.58,-8.69,-21.87,-14.00,0.7261,0.6279,-0.2201,0.1731,32,39,150
1749724837.8127022,337.38,27.56,-82.06,0.11,-0.02,-0.21,4.65,8.58,0.97,0.00,0.17,-0.74,-8.38,-22.56,-14.88,0.7351,0.6359,-0.1856,0.1445,32,46,136
1749724837.950668,342.50,21.44,-81.75,0.14,-0.24,-0.07,3.64,8.82,1.24,-0.02,0.19,-0.93,-5.06,-23.69,-14.50,0.7448,0.6420,-0.1436,0.1116,32,55,111
1749724838.0816865,348.75,13.75,-81.69,0.14,-0.47,0.15,2.47,8.95,1.53,-0.05,0.21,-0.96,-1.37,-24.00,-14.50,0.7514,0.6489,-0.0945,0.0737,32,65,100
1749724838.2223547,354.88,6.31,-82.56,-0.07,-0.33,0.25,1.01,9.32,1.51,0.22,0.12,-1.11,0.75,-23.50,-15.25,0.7498,0.6597,-0.0405,0.0298,32,76,88
1749724838.3498442,1.19,-1.50,-83.62,-0.28,0.00,-0.48,-0.64,9.73,0.59,0.05,0.20,-1.02,5.38,-23.37,-13.50,0.7448,0.6670,0.0146,-0.0110,32,86,77
1749724838.4816687,7.19,-9.13,-82.50,0.01,-0.16,-0.10,-1.54,9.43,1.15,-0.22,0.27,-0.93,9.19,-22.37,-12.19,0.7496,0.6570,0.0644,-0.0474,32,96,66
1749724838.619303,11.19,-15.69,-80.37,-0.12,-0.30,0.26,-2.78,9.00,1.83,-0.41,0.34,-0.84,11.00,-20.87,-13.69,0.7587,0.6357,0.1201,-0.0763,32,105,55
1749724838.7549481,15.81,-21.87,-80.56,-0.43,-0.10,-0.32,-4.16,8.84,1.12,0.41,0.10,-0.81,14.00,-19.00,-12.88,0.7499,0.6321,0.1628,-0.1077,32,114,45
1749724838.8894658,20.94,-27.12,-81.87,0.06,-0.56,0.50,-4.41,8.07,1.73,0.03,0.18,-0.61,16.19,-17.19,-12.75,0.7375,0.6328,0.1925,-0.1365,32,164,37
1749724839.0201054,22.56,-30.06,-81.94,-0.83,-0.37,0.61,-5.62,8.11,1.64,-0.13,-0.01,-0.17,17.00,-16.37,-12.69,0.7344,0.6260,0.2167,-0.1473,32,166,33
1749724839.1518035,21.81,-30.19,-80.94,-0.78,0.02,0.11,-5.72,8.39,1.43,-0.19,0.04,0.19,18.19,-15.69,-12.69,0.7407,0.6187,0.2205,-0.1416,32,123,34
1749724839.2917867,18.50,-28.12,-78.37,-0.68,-0.23,0.46,-5.31,8.23,2.20,-0.40,-0.05,0.42,17.06,-16.37,-13.56,0.7585,0.6042,0.2116,-0.1216,32,117,39
1749724839.4128473,15.63,-24.25,-77.56,0.00,-0.18,-0.12,-3.95,8.43,1.78,-0.03,-0.22,0.59,17.06,-16.00,-12.69,0.7667,0.6066,0.1829,-0.1036,32,111,44
1749724839.550555,12.00,-18.81,-76.69,0.17,-0.04,-0.36,-2.98,8.98,1.76,0.00,-0.29,0.74,16.00,-17.75,-13.38,0.7759,0.6088,0.1438,-0.0819,32,103,53
1749724839.6829135,7.69,-12.69,-76.69,-0.32,-0.21,-0.03,-2.48,9.09,2.16,-0.00,-0.35,0.82,11.50,-19.25,-14.88,0.7805,0.6149,0.0993,-0.0527,32,94,62
1749724839.820632,3.25,-6.00,-77.00,-0.14,-0.03,-0.53,-1.17,9.46,1.65,0.01,-0.30,0.90,10.00,-19.25,-14.50,0.7817,0.6216,0.0455,-0.0201,32,85,73
1749724839.95088,357.69,1.31,-77.12,-0.10,-0.58,0.15,0.23,8.96,2.32,-0.04,-0.31,0.99,5.88,-21.50,-14.56,0.7815,0.6236,-0.0071,0.0183,32,75,84
1749724840.0808318,351.56,9.50,-77.12,0.01,-0.32,-0.15,1.63,9.10,1.98,-0.03,-0.28,0.97,2.19,-21.19,-14.69,0.7786,0.6219,-0.0604,0.0571,32,64,94
1749724840.2183418,346.38,17.12,-76.94,0.53,-0.02,-0.26,3.42,9.10,1.84,-0.09,-0.46,0.99,0.25,-22.00,-16.69,0.7735,0.6147,-0.1219,0.0944,32,54,105
1749724840.3548617,341.63,24.31,-76.81,0.82,-0.21,-0.65,4.95,8.45,1.36,-0.07,-0.46,0.85,-4.00,-22.69,-17.00,0.7662,0.6053,-0.1752,0.1255,32,44,116
1749724840.4777267,337.50,31.19,-77.06,0.44,-0.24,-0.28,5.53,7.93,1.58,-0.11,-0.49,0.75,-7.38,-21.56,-14.75,0.7568,0.5952,-0.2245,0.1502,32,36,147
1749724840.6202419,334.88,36.31,-77.50,0.73,-0.18,-0.52,6.54,7.52,1.18,-0.06,-0.22,0.48,-9.88,-21.19,-16.25,0.7473,0.5844,-0.2686,0.1674,32,29,155
1749724840.7586014,333.69,38.81,-77.25,0.70,-0.49,0.02,6.86,6.94,1.71,-0.09,-0.13,0.10,-11.00,-20.06,-15.50,0.7453,0.5761,-0.2869,0.1741,32,27,157
1749724840.8859966,334.25,38.06,-76.87,0.51,-0.11,-0.16,6.56,7.40,1.58,-0.01,0.16,-0.25,-11.25,-19.00,-15.88,0.7488,0.5764,-0.2794,0.1702,32,28,153
1749724841.025716,336.19,35.06,-76.37,0.23,-0.07,-0.27,5.82,7.75,1.62,0.02,0.23,-0.56,-11.69,-19.37,-15.00,0.7562,0.5811,-0.2560,0.1576,32,34,145
1749724841.1612053,339.81,29.87,-75.56,0.15,-0.09,-0.27,5.04,8.14,1.83,-0.12,0.36,-0.71,-9.06,-20.87,-16.75,0.7676,0.5861,-0.2206,0.1364,32,42,138
1749724841.291431,344.25,23.56,-74.25,-0.09,-0.12,-0.36,3.83,8.52,2.07,-0.11,0.31,-0.92,-6.19,-20.87,-16.19,0.7838,0.5877,-0.1711,0.1053,32,51,108
1749724841.4140027,349.56,16.44,-73.69,0.51,-0.67,-0.01,3.19,8.37,2.64,-0.09,0.38,-0.96,-3.50,-21.19,-16.25,0.7941,0.5916,-0.1206,0.0694,32,61,97
1749724841.5548656,355.56,8.19,-73.19,-0.09,-0.13,-0.12,1.30,9.16,2.66,-0.04,0.28,-1.03,0.50,-22.00,-17.06,0.8011,0.5941,-0.0665,0.0306,32,72,86
1749724841.684209,1.25,0.25,-73.12,-0.16,-0.31,-0.29,-0.11,9.07,2.54,0.08,0.43,-1.13,5.00,-20.50,-17.06,0.8029,0.5960,-0.0094,-0.0089,32,82,75
1749724841.8183193,6.00,-7.75,-73.31,-0.22,-0.06,-0.20,-1.55,9.24,2.57,-0.15,0.55,-1.01,6.88,-20.87,-16.75,0.8000,0.5955,0.0579,-0.0446,32,92,63
1749724841.9518697,10.06,-15.38,-72.56,-0.16,-1.02,0.70,-2.85,7.96,3.53,-0.11,0.40,-0.91,11.25,-19.00,-15.50,0.7992,0.5847,0.1184,-0.0731,32,101,52
1749724842.0788567,16.00,-23.19,-73.12,-0.55,-0.75,0.40,-4.41,7.87,3.01,-0.08,0.26,-0.86,15.06,-16.37,-15.06,0.7879,0.5818,0.1683,-0.1108,32,111,42
1749724842.2183273,19.81,-28.31,-72.94,-0.77,0.02,-0.11,-5.42,8.27,2.41,-0.06,0.15,-0.51,16.50,-15.69,-14.75,0.7809,0.5735,0.2054,-0.1379,32,117,35
1749724842.3483927,21.75,-30.87,-72.44,-0.61,-0.24,-0.18,-5.58,7.80,2.32,0.03,0.01,-0.14,17.37,-13.75,-14.00,0.7787,0.5676,0.2211,-0.1505,32,177,32
1749724842.484371,21.12,-30.50,-71.87,-0.45,-0.51,0.46,-5.43,7.51,3.08,-0.09,-0.01,0.21,17.75,-13.38,-14.88,0.7826,0.5639,0.2195,-0.1462,32,119,34
1749724842.6187603,18.81,-28.31,-71.50,-0.66,-0.31,0.22,-5.32,7.87,2.96,-0.01,-0.19,0.48,17.75,-14.19,-15.25,0.7892,0.5640,0.2055,-0.1298,32,112,38
1749724842.7559104,15.88,-24.00,-71.94,-0.47,-0.34,-0.02,-4.41,8.18,2.75,0.06,-0.23,0.72,15.88,-16.00,-14.69,0.7936,0.5726,0.1746,-0.1090,32,105,45
1749724842.8770227,11.31,-17.56,-72.25,-0.17,-0.46,0.09,-3.13,8.43,2.94,0.05,-0.32,0.90,14.38,-16.75,-15.88,0.7993,0.5811,0.1312,-0.0792,32,96,55
1749724843.0171168,6.00,-9.94,-72.75,0.15,-0.35,-0.15,-1.54,8.87,2.70,0.09,-0.37,1.03,12.88,-17.50,-15.50,0.8026,0.5901,0.0769,-0.0421,32,85,66
1749724843.1532485,359.81,-1.50,-73.62,0.06,-0.57,-0.24,-0.19,8.83,2.52,0.12,-0.41,1.19,8.06,-20.06,-16.75,0.8002,0.5996,0.0128,0.0047,32,74,79
1749724843.2842042,352.56,8.00,-73.87,0.09,-0.17,-0.07,1.81,8.78,3.30,-0.10,-0.40,1.30,3.25,-20.87,-16.37,0.7966,0.5996,-0.0540,0.0552,32,63,91
1749724843.4104545,345.88,17.19,-73.94,0.50,-0.40,-0.15,3.51,8.56,2.41,0.06,-0.34,1.13,0.25,-20.87,-16.25,0.7880,0.5957,-0.1185,0.1011,32,50,104
1749724843.552314,339.50,25.62,-74.12,0.99,-0.09,-0.45,5.23,8.40,1.96,0.03,-0.22,0.93,-4.06,-20.87,-16.75,0.7761,0.5886,-0.1757,0.1431,32,40,132
1749724843.6750684,335.13,32.13,-74.31,0.86,-0.50,-0.50,6.08,7.49,1.73,-0.06,-0.31,0.68,-7.50,-21.25,-16.25,0.7646,0.5803,-0.2228,0.1700,32,32,144
1749724843.8162625,331.94,36.19,-74.44,0.38,-0.06,-0.47,6.21,7.54,1.63,0.00,-0.06,0.31,-9.69,-19.00,-15.50,0.7557,0.5755,-0.2481,0.1900,32,28,150
1749724843.9475744,331.13,37.56,-74.94,0.96,-0.45,-0.30,6.94,7.04,1.70,0.02,-0.09,-0.07,-11.19,-19.69,-15.50,0.7518,0.5753,-0.2579,0.1929,32,28,151
1749724844.0766943,331.81,36.63,-75.25,0.55,-0.11,-0.25,6.34,7.54,1.66,0.00,0.16,-0.40,-10.06,-20.87,-15.88,0.7532,0.5790,-0.2495,0.1877,32,31,146
1749724844.217635,335.19,32.25,-74.87,0.58,0.03,-0.20,5.82,8.03,1.95,-0.10,0.16,-0.63,-9.00,-20.50,-16.25,0.7628,0.5838,-0.2219,0.1676,32,38,132
1749724844.3469942,339.81,26.25,-74.12,0.49,-0.20,-0.19,4.84,8.25,2.20,0.03,0.31,-0.88,-7.19,-20.87,-16.25,0.7775,0.5880,-0.1774,0.1354,32,47,107
1749724844.478123,344.69,19.00,-74.12,0.08,-0.63,0.22,3.12,8.47,2.73,0.02,0.36,-1.01,-3.38,-22.37,-15.50,0.7869,0.5959,-0.1229,0.1027,32,57,96
1749724844.6154647,350.13,10.81,-74.62,-0.24,-0.33,-0.07,1.48,8.97,2.46,0.08,0.41,-1.07,-0.06,-21.19,-15.88,0.7909,0.6053,-0.0618,0.0654,32,67,84
1749724844.7506547,356.88,1.31,-75.75,-0.61,-0.13,-0.56,-0.38,9.37,1.84,0.19,0.45,-1.18,4.50,-21.25,-15.88,0.7886,0.6146,0.0070,0.0186,32,79,72
1749724844.8810332,2.94,-7.13,-75.87,0.39,-0.06,-0.52,-0.82,9.37,1.84,0.05,0.41,-1.08,7.06,-21.69,-14.56,0.7875,0.6121,0.0681,-0.0231,32,91,60
1749724845.0152164,7.13,-15.00,-74.94,0.24,-0.19,-0.21,-2.59,8.91,2.18,-0.16,0.47,-0.94,11.50,-19.75,-15.00,0.7889,0.5980,0.1313,-0.0516,32,100,48
1749724845.1408823,12.25,-22.31,-75.87,-0.29,-0.72,0.52,-4.10,8.04,2.71,-0.01,0.31,-0.84,16.00,-17.56,-13.75,0.7776,0.5951,0.1841,-0.0858,32,109,39
1749724845.2762394,16.62,-28.12,-77.94,-0.80,-0.29,0.20,-5.42,8.16,2.00,0.13,0.21,-0.55,17.06,-16.50,-12.69,0.7614,0.5988,0.2220,-0.1114,32,114,33
