time,timeepoch,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,joy_axis_0,joy_axis_1,Euler_angle_0,Euler_angle_1,Euler_angle_2,odom_pos_x,odom_pos_y,odom_pos_z,odom_orientation_x,odom_orientation_y,odom_orientation_z,odom_orientation_w,odom_twist_linear_x,odom_twist_linear_y,odom_twist_linear_z,odom_twist_angular_x,odom_twist_angular_y,odom_twist_angular_z
1753282631.3628163,0.0,-0.05224609375,0.723388671875,0.00653076171875,0.68841552734375,-9.77,-0.61,-0.51,0.15,0.19,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282631.5671477,0.0,-0.05401611328125,0.72369384765625,0.005859375,0.68798828125,-9.77,-0.64,-0.52,-0.04,-0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282631.5682497,0.0,-0.0540771484375,0.72393798828125,0.00665283203125,0.68768310546875,-9.77,-0.63,-0.53,-0.02,0.08,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282631.7720895,0.0,-0.05511474609375,0.72320556640625,0.00665283203125,0.68841552734375,-9.77,-0.64,-0.51,-0.04,-0.21,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282631.9772632,0.0,-0.0545654296875,0.72308349609375,0.00689697265625,0.68853759765625,-9.77,-0.63,-0.5,-0.04,-0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282632.1811724,0.0,-0.054443359375,0.72308349609375,0.00714111328125,0.68853759765625,-9.77,-0.63,-0.5,-0.04,-0.21,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282632.1822097,0.0,-0.05419921875,0.7227783203125,0.0076904296875,0.68890380859375,-9.77,-0.62,-0.49,-0.12,-0.07,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282632.38687,0.0,-0.05462646484375,0.722412109375,0.008544921875,0.689208984375,-9.77,-0.61,-0.48,-0.06,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282632.5915074,0.0,-0.05487060546875,0.722412109375,0.00885009765625,0.689208984375,-9.77,-0.61,-0.48,-0.03,-0.02,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282632.592667,0.0,-0.05487060546875,0.722412109375,0.008544921875,0.689208984375,-9.77,-0.62,-0.48,-0.01,-0.14,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282632.7964075,0.0,-0.05584716796875,0.7215576171875,0.0089111328125,0.69000244140625,-9.77,-0.62,-0.46,-0.07,-0.17,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282633.0014536,0.0,-0.05535888671875,0.721923828125,0.009033203125,0.689697265625,-9.77,-0.62,-0.47,-0.05,0.04,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282633.2060933,0.0,-0.055419921875,0.72119140625,0.0087890625,0.69049072265625,-9.77,-0.62,-0.45,-0.03,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282633.207345,0.0,-0.05572509765625,0.7215576171875,0.00836181640625,0.6900634765625,-9.77,-0.63,-0.46,-0.12,-0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282633.410934,0.0,-0.05596923828125,0.72113037109375,0.00927734375,0.69049072265625,-9.77,-0.62,-0.45,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1753282633.6146665,0.0,-0.056640625,0.7205810546875,0.00933837890625,0.69097900390625,-9.77,-0.63,-0.44,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,6.283185236148777e-05,-4.590513615898573e-09,0.0,0.0,0.0,-7.306029363858127e-05,0.9999999973310968,6.286138549259555e-05,0.0,0.0,0.0,0.0,-0.00014618926858743153
