time,timeepoch,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,joy_axis_0,joy_axis_1,Euler_angle_0,Euler_angle_1,Euler_angle_2,odom_pos_x,odom_pos_y,odom_pos_z,odom_orientation_x,odom_orientation_y,odom_orientation_z,odom_orientation_w,odom_twist_linear_x,odom_twist_linear_y,odom_twist_linear_z,odom_twist_angular_x,odom_twist_angular_y,odom_twist_angular_z
1753282253.319409,0.0,0.01806640625,0.707763671875,0.0223388671875,0.70587158203125,-9.79,0.55,-0.02,-0.05,-0.02,-0.15,0.0,0.0,0.0,0.0,0.0,0.0001256637145573088,1.8362057566667633e-08,0.0,0.0,0.0,0.00014612059988237936,0.999999989324385,0.00025122964490725905,0.0,0.0,0.0,0.0,0.0005842549881564165
1753282253.5237966,0.0,0.018310546875,0.70751953125,0.0223388671875,0.70611572265625,-9.79,0.56,-0.01,-0.05,-0.09,-0.09,0.0,0.0,0.0,0.0,0.0,0.0001256637145573088,1.8362057566667633e-08,0.0,0.0,0.0,0.00014612059988237936,0.999999989324385,0.00025122964490725905,0.0,0.0,0.0,0.0,0.0005842549881564165
1753282253.7292466,0.0,0.02020263671875,0.70697021484375,0.0225830078125,0.70660400390625,-9.78,0.59,0.0,0.12,0.1,-0.19,0.0,0.0,0.0,0.0,0.0,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,0.00012572939374921277,0.0,0.0,0.0,0.0,0.0002923939389516577
1753282253.9342315,0.0,0.02056884765625,0.70623779296875,0.024658203125,0.707275390625,-9.78,0.62,0.01,-0.08,-0.07,-0.13,0.0,0.0,0.0,0.0,0.0,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,0.00012572939374921277,0.0,0.0,0.0,0.0,0.0002923939389516577
1753282253.9353533,0.0,0.02008056640625,0.7064208984375,0.02679443359375,0.70697021484375,-9.78,0.65,0.01,-0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,0.00012572939374921277,0.0,0.0,0.0,0.0,0.0002923939389516577
1753282254.1383133,0.0,0.0198974609375,0.70635986328125,0.027099609375,0.70709228515625,-9.78,0.64,0.01,0.0,-0.07,-0.13,0.0,0.0,0.0,0.0,0.0,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,0.00012572939374921277,0.0,0.0,0.0,0.0,0.0002923939389516577
1753282254.344183,0.0,0.0201416015625,0.7064208984375,0.0262451171875,0.70703125,-9.78,0.64,0.01,0.1,-0.01,-0.11,0.0,0.0,0.0,0.0,0.0,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,0.00012572939374921277,0.0,0.0,0.0,0.0,0.0002923939389516577
1753282254.5478792,0.0,0.019775390625,0.70660400390625,0.0263671875,0.706787109375,-9.78,0.63,0.0,0.08,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,0.00012572939374921277,0.0,0.0,0.0,0.0,0.0002923939389516577
1753282254.5489557,0.0,0.02008056640625,0.7064208984375,0.0262451171875,0.70703125,-9.78,0.64,0.01,0.02,0.01,-0.11,0.0,0.0,0.0,0.0,0.0,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,0.00012572939374921277,0.0,0.0,0.0,0.0,0.0002923939389516577
1753282254.7527683,0.0,0.01983642578125,0.70635986328125,0.0262451171875,0.70709228515625,-9.78,0.63,0.01,-0.03,-0.04,-0.11,0.0,0.0,0.0,0.0,0.0,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282254.9575486,data: 1753274506.67651,0.02008056640625,0.70587158203125,0.026123046875,0.70751953125,-9.78,0.64,0.02,-0.04,0.05,-0.07,0.0,0.0,0.0,0.0,0.0,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282255.1619668,data: 1753274506.886394,0.02008056640625,0.70513916015625,0.0255126953125,0.70831298828125,-9.78,0.63,0.04,-0.11,-0.06,-0.03,0.0,0.0,0.0,0.0,0.0,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282255.1630502,data: 1753274506.886394,0.020263671875,0.70440673828125,0.0250244140625,0.7091064453125,-9.78,0.62,0.06,-0.11,-0.04,-0.11,0.0,0.0,0.0,0.0,0.0,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282255.3671217,data: 1753274507.0865016,0.020751953125,0.70452880859375,0.02496337890625,0.70892333984375,-9.78,0.63,0.06,0.06,0.03,-0.07,0.0,0.0,0.0,0.0,0.0,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282255.571839,data: 1753274507.2958887,0.02093505859375,0.70458984375,0.02490234375,0.7088623046875,-9.78,0.63,0.06,0.05,-0.05,0.0,0.0,0.0,-0.008474544622004032,-0.12489289790391922,-0.09988931566476822,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282255.5730884,data: 1753274507.2958887,0.021240234375,0.705078125,0.02459716796875,0.70843505859375,-9.78,0.63,0.04,-0.05,-0.09,-0.12,0.0,0.0,-0.008474544622004032,-0.12489289790391922,-0.09988931566476822,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282255.777053,data: 1753274507.4959059,0.0213623046875,0.70489501953125,0.02490234375,0.70849609375,-9.78,0.64,0.05,0.0,0.0,-0.05,0.0,0.0,0.0010153690818697214,-0.03856045752763748,-0.1663680523633957,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282255.9811203,data: 1753274507.7058969,0.0211181640625,0.705078125,0.0250244140625,0.70831298828125,-9.78,0.63,0.04,-0.06,-0.03,-0.08,0.0,0.0,0.03600579872727394,-0.05865810811519623,-0.15210381150245667,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282256.1868508,data: 1753274507.9058838,0.0208740234375,0.70501708984375,0.02508544921875,0.70843505859375,-9.78,0.63,0.04,0.02,-0.01,-0.1,0.0,0.0,0.02590130642056465,-0.03001902997493744,-0.12149164825677872,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282256.1880581,data: 1753274507.9058838,0.018798828125,0.7049560546875,0.026123046875,0.70855712890625,-9.78,0.62,0.05,-0.23,-0.2,0.13,0.0,0.0,0.02590130642056465,-0.03001902997493744,-0.12149164825677872,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282256.3920572,data: 1753274508.1160996,0.0189208984375,0.7047119140625,0.0235595703125,0.7088623046875,-9.78,0.58,0.05,0.06,-0.02,-0.14,0.0,0.0,-0.0738399550318718,-0.06893443316221237,0.15416941046714783,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282256.595643,data: 1753274508.3158703,0.0186767578125,0.7037353515625,0.02191162109375,0.70989990234375,-9.79,0.56,0.08,-0.05,-0.07,-0.14,0.0,0.0,-0.27096131443977356,-0.10736770182847977,-0.06496129930019379,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282256.8012075,data: 1753274508.5259016,0.0185546875,0.7034912109375,0.02392578125,0.7100830078125,-9.78,0.58,0.09,-0.01,-0.03,0.0,0.0,0.0,-0.4231339991092682,-0.26789650321006775,-0.1835259199142456,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282256.8024077,data: 1753274508.5259016,0.01959228515625,0.703369140625,0.024169921875,0.71014404296875,-9.78,0.6,0.09,0.1,0.03,-0.1,0.0,0.0,-0.4231339991092682,-0.26789650321006775,-0.1835259199142456,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282257.005126,data: 1753274508.7258918,0.01885986328125,0.70391845703125,0.0242919921875,0.7095947265625,-9.78,0.59,0.08,0.05,-0.07,-0.07,0.0,0.0,-0.16602909564971924,-0.3193260431289673,-0.07636221498250961,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282257.211103,data: 1753274508.9359148,0.01812744140625,0.70355224609375,0.0230712890625,0.7100830078125,-9.78,0.57,0.09,-0.04,0.05,-0.19,0.0,0.0,-0.2161426544189453,-0.23268629610538483,-0.0043981014750897884,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282257.4159572,data: 1753274509.1358907,0.01708984375,0.70294189453125,0.0234375,0.71063232421875,-9.78,0.56,0.1,-0.1,-0.09,0.02,0.0,0.0,-0.3741687834262848,-0.3013194799423218,-0.0459919236600399,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282257.4170363,data: 1753274509.1358907,0.01776123046875,0.7022705078125,0.0235595703125,0.71124267578125,-9.78,0.57,0.12,0.02,0.0,0.03,0.0,0.0,-0.3741687834262848,-0.3013194799423218,-0.0459919236600399,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282257.6202502,data: 1753274509.3458822,0.017822265625,0.701416015625,0.02252197265625,0.71221923828125,-9.78,0.55,0.15,0.09,-0.11,-0.22,0.0,0.0,-0.3635716140270233,-0.5010890960693359,0.017461609095335007,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282257.8244684,data: 1753274509.5458832,0.0196533203125,0.699951171875,0.02044677734375,0.713623046875,-9.78,0.54,0.18,-0.51,-0.09,-0.39,0.0,0.0,-0.44170811772346497,-0.6470845937728882,-0.07561031728982925,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282257.825396,data: 1753274509.5458832,0.01873779296875,0.69940185546875,0.02191162109375,0.714111328125,-9.78,0.56,0.2,0.0,-0.1,0.02,0.0,0.0,-0.44170811772346497,-0.6470845937728882,-0.07561031728982925,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282258.0297463,data: 1753274509.7558806,0.0184326171875,0.70037841796875,0.021240234375,0.71319580078125,-9.78,0.54,0.17,-0.37,-0.14,-0.11,0.0,0.0,-0.41393396258354187,-0.9598690867424011,-0.20839615166187286,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282258.2350755,data: 1753274509.9558756,0.0177001953125,0.7010498046875,0.02325439453125,0.7125244140625,-9.78,0.56,0.16,0.0,0.03,-0.1,0.0,0.0,-0.49380728602409363,-0.8062053918838501,-0.23325249552726746,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282258.352094,data: 1753274510.0758433,0.01654052734375,0.70123291015625,0.02508544921875,0.7122802734375,-9.78,0.57,0.15,-0.14,-0.1,-0.02,0.0,0.0,-0.39243704080581665,-0.703274130821228,-0.008141509257256985,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282258.3532476,data: 1753274510.0758433,0.01580810546875,0.70166015625,0.02593994140625,0.71185302734375,-9.78,0.57,0.14,-0.11,-0.05,-0.09,0.0,0.0,-0.39243704080581665,-0.703274130821228,-0.008141509257256985,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282258.5414944,data: 1753274510.2658975,0.01641845703125,0.701416015625,0.0267333984375,0.7120361328125,-9.78,0.59,0.15,0.1,0.05,-0.01,0.0,0.0,-0.33115312457084656,-0.610183596611023,0.3654567301273346,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282258.7460766,data: 1753274510.4660127,0.015625,0.7015380859375,0.02679443359375,0.71197509765625,-9.78,0.58,0.14,-0.1,-0.1,0.03,0.0,0.0,-0.2173890918493271,-0.6451848149299622,0.3788735568523407,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
1753282258.951243,data: 1753274510.6758933,0.0157470703125,0.70166015625,0.02593994140625,0.71185302734375,-9.78,0.57,0.14,-0.11,0.06,-0.32,0.0,0.0,-0.27739670872688293,-0.6324306726455688,0.44871482253074646,0.0002513274072064494,7.344822210320066e-08,0.0,0.0,0.0,0.00029224118364970617,0.9999999572975444,-5.421010862427522e-20,0.0,0.0,0.0,0.0,-1.0842021724855044e-19
