Trajectories
100
,,Patient 1:MDG,,,Patient 1:MAG,,,Patient 1:EAG,,,Patient 1:EDG,,,Patient 1:ED,,,Patient 1:EAD,,,Patient 1:MDD,,,Patient 1:MAD,,,Patient 1:FRD,,,Patient 1:FRG,,,Patient 1:FD,,,Patient 1:FAD,,,Patient 1:FAG,,,Patient 1:T,,,Patient 1:DH,,,Patient 1:F,,,Patient 1:DB,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
790,0,-902.62,113.956,765.97,-816.373,150.664,780.446,-717.523,-243.238,1047.65,-774.7,-291.685,1062.8,-545.376,-580.69,1064.86,,,,-275.439,-947.914,820.285,-190.093,-902.228,844.073,,,,,,,,,,,,,,,,-565.24,-353.952,1361.2,-733.893,-482.786,830.183,,,,,,
791,0,-901.083,112.883,766.163,-815.766,150.558,780.95,-712.58,-242.228,1048.02,-768.586,-291.115,1062.9,-535.9,-577.452,1064.82,,,,,,,-177.405,-894.801,844.471,,,,,,,,,,,,,,,,-558.801,-351.213,1361.54,-724.977,-480.965,829.419,,,,,,
792,0,-899.365,112.543,766.09,-814.904,150.481,781.304,-706.979,-240.763,1047.75,-762.995,-290.924,1063.12,-526.238,-574.046,1064.57,,,,-247.378,-934.262,818.817,-164.538,-888.047,843.472,,,,,,,,,,,,,,,,-553.379,-349.049,1361.79,-716.461,-479.907,829.585,,,,,,
793,0,-898.268,111.08,766.719,-814.028,150.14,781.803,-701.747,-239.492,1048.36,-756.881,-289.805,1062.96,-517.535,-571.177,1064.86,,,,-238.301,-929.851,821.293,-152.611,-879.473,843.569,,,,,,,,,,,,,,,,-547.283,-346.173,1362.07,-708.034,-478.494,829.571,,,,,,
794,0,-897.324,110.489,766.84,-813.35,150.126,782.12,-695.705,-237.905,1048,-751.052,-289.159,1063.17,-508.024,-567.611,1064.85,,,,-224.922,-923.118,821.115,-138.683,-872.353,843.977,,,,,,,,,,,,,,,,-539.637,-342.13,1361.55,-700.679,-477.767,830.02,,,,,,
795,0,-895.399,109.779,766.968,-813.06,149.968,782.539,-690.576,-236.345,1047.89,-744.776,-288.385,1063.02,-498.302,-563.607,1064.72,,,,-210.256,-915.382,820.497,-125.639,-864.633,844.228,,,,,,,,,,,,,,,,-534.239,-339.88,1361.95,-690.766,-475.233,829.144,,,,,,
796,0,-894.38,108.936,767.037,-812.21,150.047,782.813,-685.929,-235.96,1048.33,-738.685,-288.017,1063.33,-489.176,-560.077,1064.84,,,,-196.4,-908.46,820.226,-113.61,-856.372,844.026,,,,,,,,,,,,,,,,-527.059,-336.026,1361.63,-682.661,-474.391,829.121,,,,,,
797,0,-893.038,107.883,766.98,-811.313,150.181,783.097,-678.699,-234.332,1047.93,-732.528,-287.326,1063.15,-480.444,-556.833,1065.16,,,,-179.867,-899.483,818.525,-100.418,-848.53,843.599,,,,,,,,,,,,,,,,-520.857,-333.214,1361.73,-675.339,-473.622,829.867,,,,,,
798,0,-891.084,107.031,766.829,-810.805,150.18,783.373,-673.641,-231.983,1047.79,-726.47,-286.41,1063.11,-470.468,-552.801,1064.87,,,,-167.394,-893.047,819.138,-87.365,-840.715,844.189,,,,,,,,,,,,,,,,-514.974,-330.311,1362.05,-665.921,-471.539,829.15,,,,,,
799,0,-890.665,105.666,767.447,-810.108,150.187,783.616,-668.434,-231.2,1047.55,-720.027,-285.148,1062.78,-461.019,-548.936,1065.25,,,,-156.226,-886.69,820.296,-74.6976,-832.526,843.817,,,,,,,,,,,,,,,,-508.561,-327.032,1362.18,-657.926,-470.598,829.404,,,,,,
800,0,-888.432,105.685,767.014,-809.405,150.117,783.832,-662.889,-230.08,1047.86,-713.738,-284.311,1062.88,-451.893,-544.82,1065.41,,,,,,,-61.8185,-823.308,844.147,,,,,,,,,,,,,,,,-500.693,-322.379,1361.83,-650.041,-469.216,829.644,,,,,,
801,0,-887.04,104.112,766.845,-808.626,150.056,783.877,-658.157,-228.842,1047.77,-707.69,-283.986,1063.15,-442.366,-540.531,1065.5,,,,-130.868,-871.357,821.101,-49.3943,-814.424,844.056,,,,,,,,,,,,,,,,-495.721,-320.233,1362.61,-640.739,-467.272,829.512,,,,,,
802,0,-886.38,102.39,767.219,-807.977,149.638,783.839,-651.927,-226.713,1048.06,-701.431,-283.293,1063.39,-433.171,-536.594,1065.88,,,,,,,-37.4015,-805.287,843.617,,,,,,,,,,,,,,,,-487.913,-315.531,1362.19,-633.213,-466.49,830.146,,,,,,
803,0,-885.524,100.334,768.405,-807.066,149.045,783.699,-646.564,-225.792,1048.13,-694.941,-282.054,1063.31,-423.903,-532.173,1066.01,,,,,,,-23.7587,-796.597,843.998,,,,,,,,,,,,,,,,-482.475,-312.759,1362.99,-623.742,-463.792,829.688,,,,,,
804,0,-883.101,99.6864,767.56,-806.213,148.223,783.837,-641.028,-223.728,1048.31,-688.43,-280.892,1063.09,-414.024,-527.528,1065.78,,,,-88.0403,-845.737,819.483,-10.5457,-786.768,844.263,,,,,,,,,,,,,,,,-474.468,-307.767,1362.29,-615.856,-462.804,830.32,,,,,,
805,0,-881.728,97.8863,767.527,-805.781,147.639,784.103,-635.659,-222.75,1048.76,-682.366,-280.231,1063.59,-404.666,-523.284,1065.89,,,,-78.4708,-839.016,821.735,1.99834,-777.323,844.128,,,,,,,,,,,,,,,,-468.252,-304.192,1362.68,-607.43,-461.109,831.067,,,,,,
806,0,-881.055,95.8792,768.41,-804.965,146.793,784.192,-630.619,-221.326,1048.74,-676.214,-279.64,1063.83,-395.467,-518.539,1066.31,,,,,,,14.5612,-767.331,844.381,,,,,,,,,,,,,,,,-460.657,-299.471,1362.46,-598.984,-459.236,831.551,,,,,,
807,0,-879.613,94.2404,768.502,-803.878,146.227,784.516,-624.339,-219.529,1049.06,-669.845,-278.847,1064.2,-385.834,-513.656,1066.28,,,,-44.2473,-818.071,818.529,27.3972,-757.318,844.61,,,,,,,,,,,,,,,,-456.021,-296.946,1363.43,-590.68,-457.54,831.84,,,,,,
808,0,-877.884,92.1013,768.794,-803.656,144.919,785.264,-618.521,-218.04,1048.9,-663.027,-277.624,1064.12,-375.914,-508.405,1066.58,,,,,,,40.0053,-746.895,844.624,,,,,,,,,,,,,,,,-448.832,-292.32,1363.13,-581.223,-454.862,831.861,,,,,,
809,0,-876.121,90.7337,769.131,-802.687,144.349,785.414,-612.805,-215.725,1048.88,-656.135,-276.073,1063.89,-366.376,-503.496,1066.52,,,,,,,52.761,-737.041,844.677,,,,,,,,,,,,,,,,-442.657,-288.741,1363.51,-571.982,-452.463,831.907,,,,,,
810,0,-874.966,88.3432,769.536,-801.776,143.673,785.567,-607.506,-215.044,1049.21,-650.05,-275.407,1064.2,-356.708,-498.417,1066.77,,,,-9.72318,-791.987,821.735,65.3167,-726.044,844.698,,,,,,,,,,,,,,,,-434.739,-283.553,1362.92,-563.154,-450.317,831.886,,,,,,
811,0,-875.749,84.1174,771.085,-801.01,142.645,785.72,-601.087,-212.315,1049.2,-643.49,-274.265,1064.4,-346.901,-493.402,1066.4,,,,7.60114,-780.743,820.217,77.9541,-715.179,844.89,,,,,,,,,,,,,,,,-429.188,-280.269,1363.54,-554.536,-447.871,832.133,,,,,,
812,0,-873.704,82.6421,771.817,-800.636,141.83,786.049,-595.474,-210.658,1048.98,-636.34,-272.716,1064.33,-337.217,-488.182,1066.43,,,,22.1723,-770.338,820.026,90.3916,-704.247,845.039,,,,,,,,,,,,,,,,-421.889,-275.506,1362.95,-545.395,-444.998,832.008,,,,,,
813,0,-870.443,82.3145,770.766,-800.144,140.054,786.465,-589.605,-209.441,1048.96,-630.364,-272.463,1064.9,-327.427,-482.305,1066.15,,,,35.0695,-760.285,820.491,103.184,-692.941,845.522,,,,,,,,,,,,,,,,-415.698,-271.584,1363.46,-536.541,-442.6,831.845,,,,,,
814,0,-869.081,79.8312,770.681,-799.52,138.755,786.742,-583.855,-207.176,1048.66,-623.34,-270.876,1064.79,-317.746,-476.519,1066.24,,,,48.1129,-749.676,820.66,115.51,-681.273,845.356,,,,,,,,,,,,,,,,-408.012,-266.547,1362.85,-528.633,-440.658,832.454,,,,,,
815,0,-868.05,77.0345,771.737,-798.99,137.233,786.812,-577.401,-205.008,1048.94,-616.528,-269.33,1065.03,-308.257,-470.807,1066.34,,,,61.0753,-738.784,820.745,127.634,-669.533,845.045,,,,,,,,,,,,,,,,-402.608,-263.26,1363.41,-520.296,-438.12,832.948,,,,,,
816,0,-866.401,74.4165,771.737,-798.282,136.15,787.103,-571.726,-203.717,1049.15,-609.788,-268.063,1064.96,-298.697,-465.148,1065.92,,,,73.5773,-727.806,821.196,139.186,-657.713,844.989,,,,,,,,,,,,,,,,-394.285,-257.489,1362.9,-511.11,-434.935,832.812,,,,,,
817,0,-865.426,71.3847,772.62,-797.653,134.926,787.505,-565.711,-201.466,1049.28,-602.925,-266.576,1065.39,-288.916,-459.275,1065.69,,,,88.0023,-716.205,820.193,152.312,-645.375,844.768,,,,,,,,,,,,,,,,-387.144,-252.784,1362.68,-501.364,-431.551,832.222,,,,,,
818,0,-863.597,68.9949,772.588,-796.971,133.145,787.705,-559.65,-199.013,1049.51,-595.55,-264.929,1065.52,-279.189,-452.822,1065.35,,,,100.922,-704.558,820.019,164.6,-632.897,844.512,,,,,,,,,,,,,,,,-381.14,-248.897,1362.96,-491.787,-427.857,831.927,,,,,,
819,0,-861.601,67.0886,772.72,-796.335,131.811,787.67,-553.748,-197.363,1049.44,-588.722,-263.397,1065.88,-269.96,-446.798,1065.51,,,,113.774,-692.599,820.19,176.531,-620.132,844.219,,,,,,,,,,,,,,,,-373.423,-243.604,1362.79,-482.685,-424.292,831.882,,,,,,
820,0,-859.87,64.9836,772.807,-795.778,129.866,788.068,-548.563,-195.417,1050.24,-581.862,-261.688,1066.09,-260.482,-440.429,1065.17,,,,126.614,-680.563,819.985,188.379,-607.176,843.671,,,,,,,,,,,,,,,,-367.15,-239.352,1362.7,-474.137,-420.871,832.078,,,,,,
821,0,-859.413,61.4079,774.455,-795.732,127.949,788.235,-543.122,-194.028,1050.8,-575.325,-260.47,1066.79,-250.825,-433.903,1064.88,,,,138.995,-667.809,819.196,200.313,-593.784,843.103,,,,,,,,,,,,,,,,-359.576,-234.252,1362.72,-465.801,-417.564,832.479,,,,,,
822,0,-857.467,59.1221,774.562,-793.412,127.884,788.063,-536.608,-191.124,1051.01,-567.835,-258.157,1067.05,-241.188,-427.324,1064.64,,,,151.741,-655.159,818.811,212.012,-580.558,842.611,,,,,,,,,,,,,,,,-352.41,-229.294,1362.46,-457.268,-414.241,832.941,,,,,,
823,0,-855.532,56.3262,774.647,-793.974,125.024,789.357,-530.014,-188.447,1050.8,-560.571,-256.272,1067.32,-231.955,-420.693,1064.42,,,,164.044,-641.958,817.99,223.733,-566.743,842.153,,,,,,,,,,,,,,,,-346.892,-225.508,1363.01,-448.846,-410.761,833.25,,,,,,
824,0,-853.567,53.8865,775.507,-793.273,123.676,789.722,-523.795,-185.664,1051.36,-553.728,-254.524,1067.5,-222.719,-413.906,1063.87,,,,177.136,-629.44,817.688,234.793,-552.712,841.458,,,,,,,,,,,,,,,,-338.24,-219.289,1362.42,-440.685,-407.197,833.555,,,,,,
825,0,-851.879,51.1788,776.053,-792.733,121.6,790.284,-518.158,-183.522,1051.52,-547.276,-252.78,1068.33,-213.039,-407.022,1063.69,,,,189.582,-616.146,817.108,246.288,-538.595,840.782,,,,,,,,,,,,,,,,-330.905,-214.11,1362.43,-432.458,-403.694,834.025,,,,,,
826,0,-849.74,48.1045,776.795,-792.765,119.612,791.543,-512.247,-181.046,1052.29,-539.954,-250.502,1068.64,-203.745,-399.391,1063.23,,,,202.332,-603.072,816.631,257.262,-524.22,839.909,,,,,,,,,,,,,,,,-325.408,-210.07,1362.69,-423.586,-399.21,833.809,,,,,,
827,0,-848.158,45.2573,778.057,-791.833,117.904,792.235,-506.43,-178.701,1052.46,-532.832,-248.14,1069.1,-194.987,-392.571,1062.7,,,,214.589,-589.587,815.928,268.125,-509.613,838.937,,,,,,,,,,,,,,,,-316.77,-203.668,1362.37,-413.907,-394.416,833.32,,,,,,
828,0,-846.62,42.4739,779.199,-790.922,115.806,792.986,-500.372,-175.638,1052.99,-525.689,-245.844,1069.54,-185.622,-385.371,1062.71,,,,226.434,-575.529,815.036,279.139,-494.423,838.418,,,,,,,,,,,,,,,,-309.717,-198.697,1362.32,-404.88,-389.659,832.864,,,,,,
829,0,-845.364,39.1225,780.131,-789.872,114.106,793.499,-494.184,-172.793,1053.38,-519.006,-243.73,1070.34,-176.677,-377.684,1062.25,,,,237.959,-561.216,813.917,289.508,-479.524,837.714,,,,,,,,,,,,,,,,-302.681,-193.264,1362.4,-396.571,-385.66,833.001,,,,,,
830,0,-842.648,37.1877,781.007,-788.948,112.237,794.45,-488.668,-170.151,1053.83,-511.823,-241,1070.49,-167.859,-370.104,1061.4,,,,249.628,-546.736,812.917,299.205,-464.068,836.08,,,,,,,,,,,,,,,,-297.401,-189.171,1362.97,-388.165,-381.169,833.36,,,,,,
831,0,-840.328,34.5261,782.457,-788.345,110.393,795.751,-483.055,-167.467,1054.55,-505.011,-238.477,1071.32,-159.089,-362.849,1061.71,,,,260.771,-532.33,811.867,309.038,-448.778,834.858,,,,,,,,,,,,,,,,-289.25,-182.554,1362.84,-380.794,-376.842,834.127,,,,,,
832,0,-837.765,33.4038,783.124,-787.424,108.995,796.819,-477.461,-164.6,1055.47,-498.638,-236.131,1072.18,-150.697,-355.306,1061.16,,,,271.461,-517.447,810.537,318.525,-433.168,833.608,,,,,,,,,,,,,,,,-281.405,-176.721,1362.36,-373.136,-372.258,834.555,,,,,,
833,0,-836.688,29.5694,785.128,-786.673,106.903,798.076,-471.264,-161.197,1055.88,-491.394,-233.397,1072.54,-142.297,-347.251,1060.94,,,,282.478,-502.51,809.483,327.705,-417.495,832.312,,,,,,,,,,,,,,,,-274.295,-170.29,1362.87,-365.451,-367.941,835.062,,,,,,
834,0,-833.803,27.7221,786.039,-785.712,105.317,799.237,-466.503,-159.41,1056.65,-484.613,-230.395,1073.12,-133.965,-339.383,1060.78,,,,292.623,-487.245,808.103,336.991,-401.551,831.098,,,,,,,,,,,,,,,,-267.793,-165.265,1362.65,-355.624,-363.119,834.385,,,,,,
835,0,-831.643,25.2716,787.599,-784.512,104.094,800.732,-461.114,-155.857,1057.56,-477.74,-227.25,1073.73,-126.192,-331.76,1060.15,,,,302.596,-472.485,806.668,345.606,-385.466,829.691,,,,,,,,,,,,,,,,-261.183,-160.015,1362.71,-348.025,-357.164,835.04,,,,,,
836,0,-829.536,23.636,788.692,-783.821,102.635,802.259,-454.923,-152.052,1057.78,-470.993,-224.32,1074.05,-117.607,-323.384,1059.91,,,,312.731,-457.52,805.641,354.273,-369.328,828.435,,,,,,,,,,,,,,,,-254.108,-153.488,1362.86,-341.633,-353.053,835.945,,,,,,
837,0,-827.604,20.5478,790.948,-782.712,100.565,803.592,-448.432,-148.123,1057.56,-464.469,-221.376,1074.64,-109.481,-314.968,1059.43,,,,322.239,-441.807,804.438,361.909,-353.36,826.961,,,,,,,,,,,,,,,,-246.119,-147.073,1362.17,-334.371,-348.358,836.288,,,,,,
838,0,-825.155,18.5457,792.783,-781.187,99.4519,805.191,-443.408,-145.141,1058.29,-458.012,-218.158,1075.45,-101.345,-306.664,1058.99,,,,331.217,-426.161,803.095,370.129,-337.337,825.768,,,,,,,,,,,,,,,,-240.872,-141.707,1363.06,-326.82,-343.443,836.496,,,,,,
839,0,-823.077,17.2135,794.347,-780.026,98.0826,806.595,-438.001,-141.65,1058.9,-451.057,-214.891,1075.55,-93.6157,-298.238,1058.74,,,,340.035,-410.903,801.869,377.905,-321.444,824.526,,,,,,,,,,,,,,,,-234.114,-135.519,1362.43,-317.868,-336.992,836.261,,,,,,
840,0,-819.953,15.5757,795.772,-778.617,97.2129,808.274,-432.008,-137.859,1058.98,-444.52,-211.562,1075.85,-85.7819,-289.709,1058.21,,,,348.712,-395.627,800.347,385.417,-305.258,823.35,,,,,,,,,,,,,,,,-227.526,-129.18,1362.61,-309.873,-331.623,836.198,,,,,,
841,0,-817.184,13.4926,797.627,-777.482,95.901,810.191,-426.633,-134.642,1059.38,-437.968,-208.053,1076.31,-78.1768,-281.413,1057.85,,,,357.435,-379.799,799.182,392.538,-288.995,822.107,,,,,,,,,,,,,,,,-220.178,-122.316,1362.19,-301.936,-326.007,835.9,,,,,,
842,0,-814.86,12.2136,799.102,-776.337,94.5252,812.091,-421.655,-130.984,1059.81,-431.555,-204.638,1076.67,-71.08,-272.968,1057.17,,,,365.757,-364.41,797.998,399.823,-273.048,821.049,,,,,,,,,,,,,,,,-214.306,-116.952,1361.94,-294.755,-320.926,836.006,,,,,,
843,0,-812.023,10.171,801.182,-774.331,93.3099,813.522,-415.807,-126.994,1060.25,-424.825,-200.981,1077.02,-63.4409,-264.357,1056.82,,,,373.2,-349.318,796.67,406.465,-256.977,819.498,,,,,,,,,,,,,,,,-207.948,-109.889,1362.04,,,,,,,,,
844,0,-809.151,9.33593,803.181,-772.748,92.7874,815.676,-410.323,-123.322,1060.5,-418.045,-197.364,1077.23,-55.7045,-255.365,1056.1,,,,381.63,-333.713,794.861,412.673,-241.092,817.797,,,,,,,,,,,,,,,,-202.032,-104.006,1361.55,-280.808,-310.358,836.645,,,,,,
845,0,-805.886,7.76169,804.589,-770.693,92.0446,817.104,-405.708,-120.431,1061.17,-411.887,-193.811,1078.02,-48.778,-246.251,1055.32,,,,388.994,-318.067,794.102,419.262,-225.034,816.516,,,,,,,,,,,,,,,,-194.418,-95.7353,1361.09,,,,,,,,,
846,0,-803.163,5.78818,806.559,-768.616,91.15,819.008,-399.649,-115.964,1061.31,-405.345,-189.761,1078.43,-41.2432,-237.695,1054.8,,,,395.921,-302.609,792.713,425.649,-208.965,815.1,,,,,,,,,,,,,,,,-188.533,-89.683,1360.72,,,,,,,,,
847,0,-799.804,5.28328,808.048,-766.579,90.2822,820.486,-393.192,-110.931,1061.63,-399.407,-186.358,1078.8,-34.4459,-228.686,1054.1,,,,403.26,-287.188,791.022,431.35,-193.194,813.228,,,,,,,,,,,,,,,,-184.964,-84.4825,1361.38,,,,,,,,,
848,0,-796.232,4.27222,809.716,-764.289,89.3672,821.9,-388.755,-107.769,1062.23,-392.437,-182.232,1078.83,-27.2206,-219.866,1053.32,,,,410.329,-271.733,789.171,437.327,-177.46,811.749,,,,,,,,,,,,,,,,-178.448,-76.6194,1361.1,,,,,,,,,
849,0,-793.529,2.75905,811.337,-761.976,89.1393,823.79,-383.513,-103.581,1062.77,-385.928,-178.242,1079.37,-20.9299,-210.958,1052.53,,,,416.887,-256.128,787.497,442.81,-161.757,809.983,,,,,,,,,,,,,,,,-171.278,-69.4373,1360.08,,,,,,,,,
850,0,-789.499,1.6209,812.906,-759.605,88.6319,825.436,-377.945,-99.3224,1062.84,-379.466,-173.916,1079.7,-13.9435,-202.064,1051.94,,,,423.415,-240.561,785.959,447.978,-145.997,808.134,,,,,,,,,,,,,,,,-165.527,-62.5837,1360.05,,,,,,,,,
851,0,-786.944,0.785263,814.993,-757.175,87.7236,826.779,-372.903,-95.4866,1063.48,-373.299,-169.781,1080.23,-7.2131,-192.565,1051.25,,,,429.902,-225.153,784.088,453.377,-130.363,806.759,,,,,,,,,,,,,,,,-161.304,-56.4076,1360.17,,,,,,,,,
852,0,-782.314,1.01452,816.015,-754.646,87.3142,828.37,-367.215,-90.8129,1063.91,-366.994,-165.266,1080.67,-1.22068,-183.826,1050.34,,,,435.924,-209.999,782.015,458.001,-114.875,804.477,,,,,,,,,,,,,,,,-156.821,-50.5132,1359.94,,,,,,,,,
853,0,-779.277,-0.260332,817.218,-752.04,87.2861,829.652,-363.105,-87.2693,1064.73,-360.813,-160.836,1081.3,5.67032,-174.22,1049.78,,,,442.272,-194.734,780.271,462.744,-99.4266,802.675,,,,,,,,,,,,,,,,-150.281,-41.9899,1359.82,,,,,,,,,
854,0,-775.422,-0.832197,819.211,-749.543,86.9283,831.256,-357.633,-82.8318,1065.24,-354.676,-156.477,1081.59,12.0314,-164.779,1049.01,,,,447.961,-179.28,778.381,467.767,-83.5732,800.92,,,,,,,,,,,,,,,,-143.735,-35.0876,1358.73,,,,,,,,,
855,0,-772.512,-1.88533,820.886,-747.184,86.7748,832.663,-351.417,-77.2148,1065.02,-348.512,-151.985,1082.1,17.8151,-155.734,1048.32,,,,452.949,-163.967,776.184,472.19,-68.3875,799.105,,,,,,,,,,,,,,,,-138.478,-27.0322,1358.97,,,,,,,,,
856,0,-768.696,-2.26631,822.07,-744.379,86.7031,833.988,-346.367,-72.7277,1065.54,-342.747,-147.437,1082.45,23.6487,-146.367,1047.47,,,,458.574,-148.816,774.245,476.015,-53.1018,796.943,,,,,,,,,,,,,,,,-131.591,-19.5012,1357.9,,,,,,,,,
857,0,-765.086,-2.53976,823.578,-741.815,86.4127,835.236,-341.386,-67.9168,1066.55,-336.533,-142.586,1082.93,30.0134,-137.015,1046.71,,,,463.032,-133.693,772.115,479.831,-37.7627,794.844,,,,,,,,,,,,,,,,-128.016,-12.7505,1358.58,,,,,,,,,
858,0,-761.346,-2.45212,825.04,-739.213,86.7482,836.902,-336.298,-63.1579,1066.64,-330.764,-138.002,1083.63,35.7929,-127.312,1046.23,,,,467.966,-118.629,770.152,483.001,-22.7531,792.389,,,,,,,,,,,,,,,,-123.017,-5.9634,1358.34,,,,,,,,,
859,0,-757.393,-3.33677,826.241,-736.813,86.2091,838.076,-331.742,-58.3316,1067.48,-325.1,-133.082,1084.34,41.343,-117.821,1045.44,,,,472.602,-103.705,768.016,486.132,-7.69348,790.142,,,,,,,,,,,,,,,,-117.673,2.07339,1358.46,,,,,,,,,
860,0,-754.775,-3.91567,828.498,-733.731,86.8976,839.254,-327.645,-54.1232,1068.26,-318.961,-127.858,1084.61,46.6603,-108.368,1044.75,,,,477.045,-88.8055,765.968,489.385,7.32578,788.049,,,,,,,,,,,,,,,,-111.975,9.795,1358.09,,,,,,,,,
861,0,-751.093,-3.85224,829.482,-731.652,86.6896,840.99,-322.018,-48.4086,1068.33,-313.48,-122.768,1085.39,51.6509,-98.6568,1043.95,,,,480.816,-73.9944,763.69,492.447,22.2706,786.079,,,,,,,,,,,,,,,,-107.335,17.3822,1358.04,,,,,,,,,
862,0,-746.788,-3.46437,830.775,-729.048,86.8896,842.585,-317.088,-43.2159,1068.73,-308.053,-117.552,1085.88,57.0962,-88.8063,1043.43,,,,484.91,-59.2473,761.5,495.289,37.2469,783.76,,,,,,,,,,,,,,,,-102.479,24.0379,1357.41,,,,,,,,,
863,0,-743.433,-3.45582,832.462,-726.418,86.7386,843.421,-313.549,-38.6768,1069.6,-302.534,-111.889,1086.35,62.0194,-79.1805,1042.38,,,,488.144,-44.3082,759.464,497.199,51.9501,781.137,,,,,,,,,,,,,,,,-98.1842,32.2299,1358.01,,,,,,,,,
864,0,-740.966,-3.89479,834.324,-724.216,87.1924,845.077,-307.649,-31.6259,1069.28,-297.543,-106.544,1086.79,66.7641,-69.211,1041.72,,,,491.771,-29.5362,757.516,499.553,66.4415,778.912,,,,,,,,,,,,,,,,-93.3085,39.4942,1357.28,,,,,,,,,
865,0,-737.166,-3.5145,835.865,-722.119,86.9537,846.855,-304.598,-27.5556,1069.98,-292.197,-100.533,1087.07,71.4138,-59.3932,1040.95,,,,495.395,-15.0073,755.338,502.498,81.4271,777.144,,,,,,,,,,,,,,,,-88.787,47.6327,1357.38,,,,,,,,,
866,0,-733.788,-3.47182,837.578,-720.056,87.5385,848.361,-299.631,-21.0378,1069.85,-287.241,-94.9185,1087.43,75.9886,-49.6048,1040.55,,,,497.955,-0.67474,753.023,504.075,95.8549,774.486,,,,,,,,,,,,,,,,-85.1931,54.4071,1356.94,,,,,,,,,
867,0,-730.647,-3.28342,839.282,-717.904,88.0085,849.8,-296.687,-16.6221,1071.12,-282.078,-89.0381,1087.74,80.1933,-39.5623,1039.82,,,,500.865,14.0263,751.064,505.803,110.415,772.238,,,,,,,,,,,,,,,,-81.3019,62.6527,1356.93,,,,,,,,,
868,0,-727.698,-2.76001,841.151,-715.818,88.7642,851.777,-291.947,-9.87396,1071.19,-277.314,-83.4361,1088.11,84.1856,-29.4964,1039.12,,,,503.876,28.792,749.264,507.737,125.065,770.297,,,,,,,,,,,,,,,,-75.9189,71.4504,1355.9,,,,,,,,,
869,0,-725.202,-2.89327,842.795,-714.027,89.0675,853.175,-288.771,-5.08571,1072.02,-272.421,-77.3581,1088.49,88.5447,-19.4899,1038.18,,,,505.551,43.0767,746.564,508.934,139.705,767.841,,,,,,,,,,,,,,,,-72.2629,79.6037,1355.79,,,,,,,,,
870,0,-722.042,-1.99339,844.564,-711.734,90.065,854.518,-284.823,1.49215,1071.91,-268.056,-71.3222,1088.86,92.0994,-9.63795,1037.56,,,,508.005,57.1596,744.507,510.172,153.884,765.657,,,,,,,,,,,,,,,,-69.0185,87.6709,1355.45,,,,,,,,,
871,0,-719.228,-1.40469,845.885,-709.799,91.013,856.1,-282.074,6.55202,1073.02,-263.91,-65.3861,1089.12,95.4303,0.313166,1036.99,,,,510.778,71.7946,743.19,510.624,167.956,763.119,,,,,,,,,,,,,,,,-66.6626,95.2837,1355.34,,,,,,,,,
872,0,-716.227,-0.876075,847.452,-708.043,91.5771,857.584,-279.276,11.5462,1073,-259.124,-59.0302,1089.14,98.9121,10.6625,1036.09,,,,512.395,86.094,741.092,511.523,182.493,760.85,,,,,,,,,,,,,,,,-63.7154,103.9,1355.77,,,,,,,,,
873,0,-713.831,-0.435349,849.565,-706.554,92.2919,859.472,-274.9,18.106,1073.09,-255.07,-53.4433,1089.2,102.472,20.962,1035.96,,,,513.614,99.8259,738.748,512.373,196.617,759.098,,,,,,,,,,,,,,,,-60.0303,112.508,1354.96,,,,,,,,,
874,0,-710.869,0.265709,850.754,-704.74,93.0056,860.882,-271.869,24.2538,1072.84,-250.779,-47.138,1089.42,105.661,31.0871,1035.22,,,,515.355,114.215,737.043,512.925,210.648,756.96,,,,,,,,,,,,,,,,-56.7691,121.314,1354.4,,,,,,,,,
875,0,-707.349,2.15367,851.879,-702.814,94.0873,862.153,-268.822,29.6151,1073.09,-247.137,-40.84,1089.17,108.469,41.4768,1034.83,,,,516.854,128.31,735.674,513.224,225.127,755.079,,,,,,,,,,,,,,,,-54.9234,129.969,1354.49,,,,,,,,,
876,0,-704.757,3.25917,853.591,-700.462,96.102,863.514,-265.765,36.0143,1073.14,-243.273,-34.7231,1089.37,111.344,51.9846,1034.36,,,,518.087,142.637,733.957,513.724,238.872,753.24,,,,,,,,,,,,,,,,-52.2536,138.86,1354.28,,,,,,,,,
877,0,-702.268,4.05693,854.566,-699.258,96.4134,865.037,-262.277,42.4188,1072.65,-239.613,-28.561,1089.58,113.752,61.9681,1033.89,,,,518.948,156.564,732.099,513.786,253.022,751.52,,,,,,,,,,,,,,,,-49.9089,147.941,1353.95,,,,,,,,,
878,0,-699.72,5.60818,855.867,-697.608,97.6149,866.34,-260.283,47.9346,1073.21,-236.63,-22.1085,1089.72,116.021,72.5864,1033.74,,,,519.344,170.435,730.526,513.163,266.891,749.533,,,,,,,,,,,,,,,,-48.1929,156.331,1353.71,,,,,,,,,
